card_name_ko,category,direction,reading_text
컵 5,직장,정방향,"실패나 실망이 있었죠? 잃은 것에만 집중하다 남아있는 것들을 못 보고 있어요. 아직 남아있는 자원에 집중하세요. 오늘 아직 활용 가능한 것을 찾아보세요."
컵 5,직장,역방향,"실패에서 서서히 회복되고 있어요. 이제 앞을 볼 준비가 되어가고 있어요. 오늘 새로운 기회를 하나 탐색해보세요."
컵 5,일반,정방향,"상실과 슬픔이 있죠? 아직 남아있는 것들에 눈을 돌려보세요. 오늘 남아있는 좋은 것 하나를 확인해보세요."
컵 5,일반,역방향,"회복 중이에요. 오늘 앞을 향해 작은 걸음을 내딛어보세요."
컵 6,연애,정방향,"과거의 인연이 다시 떠오르거나 추억이 관계에 따뜻함을 더해주고 있어요. 순수한 감정이 관계를 치유하는 시기예요. 오늘 소중한 추억을 나눠보세요."
컵 6,연애,역방향,"과거에 집착하거나 현재를 충분히 살지 못하고 있죠? 추억은 소중하지만 지금에 집중하는 것이 더 중요해요. 오늘 현재 관계에서 좋은 것에 집중해보세요."
컵 6,직장,정방향,"과거의 경험이나 인맥이 지금 도움이 되는 시기예요. 협력과 나눔이 좋은 결과를 만들어요. 오늘 과거 인맥에 연락해보세요."
컵 6,직장,역방향,"과거 방식에 집착하거나 변화를 거부하고 있죠? 지금은 새로운 방식이 필요한 시기예요. 오늘 새로운 업무 방식을 하나 시도해보세요."
컵 6,일반,정방향,"따뜻한 추억과 인연이 힘이 되는 시기예요. 오늘 소중한 사람에게 연락해보세요."
컵 6,일반,역방향,"과거에 집착하고 있죠? 오늘 현재에 집중하는 시간을 만들어보세요."
컵 7,연애,정방향,"관계에서 환상이나 이상이 강하게 작용하고 있어요. 여러 가능성 앞에서 선택이 어려운 시기예요. 현실적인 눈으로 바라보는 것이 필요해요. 오늘 관계에서 사실과 환상을 구분해보세요."
컵 7,연애,역방향,"환상에서 벗어나 현실을 보기 시작하는 시기예요. 이제 명확한 선택을 할 준비가 됐어요. 오늘 진짜 원하는 것을 명확히 결정해보세요."
컵 7,직장,정방향,"여러 가능성이 있지만 선택이 어렵죠? 환상적인 계획보다 현실적인 첫 단계가 필요해요. 오늘 가장 현실적인 선택지를 골라보세요."
컵 7,직장,역방향,"환상에서 벗어나 현실적으로 집중하기 시작하는 시기예요. 명확한 목표로 에너지를 모으세요. 오늘 가장 중요한 하나에 집중해보세요."
컵 7,일반,정방향,"선택지가 많아서 혼란스럽죠? 오늘 가장 현실적인 것을 골라보세요."
컵 7,일반,역방향,"환상에서 벗어나고 있어요. 오늘 명확한 결정을 내려보세요."
컵 8,연애,정방향,"감정적으로 만족스럽지 않은 것을 뒤로하고 더 나은 것을 찾아 떠나는 에너지가 있어요. 용기 있는 포기가 새로운 시작을 만들어요. 오늘 더 이상 의미 없는 것을 놓아보세요."
컵 8,연애,역방향,"떠나야 할 것을 알면서 두려움으로 머물고 있죠? 변화가 두렵지만 지금 상황이 더 소진을 만들고 있어요. 오늘 솔직하게 지금 관계에서 원하는 것을 확인해보세요."
컵 8,직장,정방향,"더 이상 의미 없는 상황을 뒤로하고 새로운 것을 찾아가는 에너지가 있어요. 용기 있는 변화가 더 나은 커리어를 만들어요. 오늘 더 이상 성장이 없는 것을 정리해보세요."
컵 8,직장,역방향,"떠나야 할 때를 알면서 머물고 있죠? 두려움이 더 나은 기회를 막고 있어요. 오늘 진짜 원하는 커리어 방향을 솔직하게 적어보세요."
컵 8,일반,정방향,"더 이상 의미 없는 것을 뒤로하고 새로운 것을 향해 나아갈 때예요. 오늘 내려놓을 것 하나를 결정해보세요."
컵 8,일반,역방향,"떠나야 할 것을 알면서 두려워하고 있죠? 오늘 솔직하게 원하는 것을 확인해보세요."
컵 9,연애,정방향,"관계에서 원하는 것이 이루어지고 있는 만족스러운 시기예요. 감사하고 누리세요. 오늘 관계에서 좋은 것들을 충분히 느껴보세요."
컵 9,연애,역방향,"표면적인 만족 뒤에 진짜 원하는 것이 채워지지 않는 느낌이 있죠? 겉으로 좋아 보이는 것 뒤에 무언가 빈 곳이 있어요. 오늘 진짜 원하는 것이 무엇인지 솔직하게 들여다보세요."
컵 9,직장,정방향,"노력한 것들이 결실을 맺고 만족스러운 결과가 오는 시기예요. 이 성취를 충분히 누리세요. 오늘 이룬 것들을 충분히 자축해보세요."
컵 9,직장,역방향,"겉으로는 성공했지만 진짜 만족이 없는 느낌이죠? 물질적 성공 뒤에 진짜 원하는 것을 찾아야 해요. 오늘 진짜 일에서 원하는 것이 무엇인지 적어보세요."
컵 9,일반,정방향,"원하는 것이 이루어지고 있는 시기예요. 오늘 이 만족감을 충분히 누려보세요."
컵 9,일반,역방향,"겉으로는 좋아 보이는데 진짜 만족이 없죠? 오늘 진짜 원하는 것이 무엇인지 들여다보세요."
컵 10,연애,정방향,"관계에서 깊은 행복과 완성의 에너지가 있어요. 사랑과 조화가 가득한 시기예요. 오늘 소중한 사람들과 함께하는 시간을 만들어보세요."
컵 10,연애,역방향,"겉으로 완벽해 보이는 관계인데 내면에서 채워지지 않는 부분이 있죠? 진짜 필요한 것을 솔직하게 나눠야 해요. 오늘 관계에서 진짜 원하는 것을 표현해보세요."
컵 10,직장,정방향,"팀과의 조화와 성취가 완성되는 시기예요. 함께 이룬 것들을 충분히 즐기세요. 오늘 팀원들과 성과를 나눠보세요."
컵 10,직장,역방향,"팀의 화합이 깨져있거나 내면에서 불만이 쌓여있죠? 표면적 조화 뒤에 진짜 문제를 직면해야 해요. 오늘 팀 내 솔직한 대화를 시도해보세요."
컵 10,일반,정방향,"깊은 행복과 완성의 시기예요. 오늘 소중한 사람들과 함께하는 시간을 보내보세요."
컵 10,일반,역방향,"겉으로 완벽해 보이는데 내면이 채워지지 않죠? 오늘 진짜 필요한 것을 솔직하게 확인해보세요."
컵 시종,연애,정방향,"감수성이 풍부하고 새로운 감정이 시작되는 시기예요. 마음이 열려있는 상태에서 좋은 인연이 오고 있어요. 오늘 감정을 솔직하게 표현해보세요."
컵 시종,연애,역방향,"감정이 너무 예민하거나 현실감각이 없는 상태예요. 감정에 치우쳐 판단이 흐려지고 있어요. 오늘 감정과 사실을 구분해보세요."
컵 시종,직장,정방향,"창의적이고 감성적인 아이디어가 솟아오르는 시기예요. 새로운 접근을 시도해보세요. 오늘 창의적인 아이디어를 하나 적어보세요."
컵 시종,직장,역방향,"감정에 치우쳐 현실적인 판단이 어려운 상태예요. 감정과 사실을 구분하는 것이 필요해요. 오늘 팩트만 놓고 상황을 정리해보세요."
컵 시종,일반,정방향,"새로운 감정과 창의성이 시작되는 시기예요. 오늘 감성적인 것을 표현해보세요."
컵 시종,일반,역방향,"감정에 치우치고 있죠? 오늘 감정과 사실을 구분해보세요."
컵 기사,연애,정방향,"낭만적이고 감정적인 에너지가 넘치는 시기예요. 깊은 감정 표현이 관계를 풍부하게 만들어요. 오늘 상대방에게 로맨틱한 표현을 해보세요."
컵 기사,연애,역방향,"감정이 너무 이상적이거나 현실감이 없는 상태예요. 환상적인 사랑을 추구하다 현실을 놓치고 있어요. 오늘 현실적인 관계에 집중해보세요."
컵 기사,직장,정방향,"감성과 창의성으로 새로운 접근을 하는 시기예요. 직관을 따라가면 좋은 결과가 나와요. 오늘 직관적으로 옳다고 느끼는 방향으로 결정해보세요."
컵 기사,직장,역방향,"감정적인 결정이나 비현실적인 계획이 문제가 되고 있죠? 현실적인 관점으로 다시 바라보세요. 오늘 계획을 현실적으로 재검토해보세요."
컵 기사,일반,정방향,"낭만과 감성이 넘치는 시기예요. 오늘 감정을 충분히 표현해보세요."
컵 기사,일반,역방향,"너무 이상적이거나 현실감이 없죠? 오늘 현실적인 부분에 집중해보세요."
컵 여왕,연애,정방향,"깊은 감성과 공감으로 관계를 풍부하게 하는 시기예요. 상대방의 감정을 깊이 이해하고 받아들이는 것이 관계를 성숙하게 해요. 오늘 상대방의 감정에 깊이 공감해보세요."
컵 여왕,연애,역방향,"감정에 너무 의존하거나 감정 기복이 심해서 관계에 부담이 되고 있죠? 자신의 감정을 먼저 안정시키는 것이 필요해요. 오늘 자신의 감정을 먼저 돌봐보세요."
컵 여왕,직장,정방향,"감성적 지성과 공감 능력이 빛나는 시기예요. 사람 사이의 연결을 만드는 것이 강점이에요. 오늘 팀원의 감정에 먼저 귀 기울여보세요."
컵 여왕,직장,역방향,"감정이 불안정하거나 지나치게 감정적인 결정을 하고 있죠? 감정을 안정시키고 객관적으로 바라보는 것이 필요해요. 오늘 결정 전에 한 번 더 이성적으로 검토해보세요."
컵 여왕,일반,정방향,"깊은 공감과 감성이 빛나는 시기예요. 오늘 소중한 사람의 감정에 귀 기울여보세요."
컵 여왕,일반,역방향,"감정 기복이 심하죠? 오늘 자신의 감정을 먼저 안정시켜보세요."
컵 왕,연애,정방향,"감정과 이성을 균형 있게 조율하는 성숙한 에너지가 있어요. 안정적이고 깊은 연결이 관계를 단단하게 만드는 시기예요. 오늘 관계에서 성숙하게 감정을 표현해보세요."
컵 왕,연애,역방향,"감정을 억누르거나 감정적으로 조종하려는 경향이 있죠? 진실된 감정 표현이 관계를 더 건강하게 만들어요. 오늘 솔직한 감정을 표현해보세요."
컵 왕,직장,정방향,"감정과 이성을 균형 있게 사용하는 리더십이 빛나는 시기예요. 공감과 판단력이 함께 발휘돼요. 오늘 팀원의 감정을 배려하면서 결정해보세요."
컵 왕,직장,역방향,"감정을 억누르거나 냉소적인 태도가 팀에 영향을 주고 있죠? 감정을 건강하게 표현하는 것이 필요해요. 오늘 팀원에게 솔직하게 피드백을 나눠보세요."
컵 왕,일반,정방향,"감정과 이성이 균형을 이루는 성숙한 시기예요. 오늘 감정을 건강하게 표현해보세요."
컵 왕,일반,역방향,"감정을 억누르고 있죠? 오늘 솔직한 감정 표현을 연습해보세요."
소드 에이스,연애,정방향,"관계에서 명확한 소통과 진실이 중요한 시기예요. 말하고 싶었던 것을 명확하게 표현하는 것이 관계를 정화시켜요. 오늘 솔직하게 말해야 할 것을 표현해보세요."
소드 에이스,연애,역방향,"소통이 막히거나 말이 제대로 전달되지 않고 있죠? 명확하지 않은 소통이 오해를 만들고 있어요. 오늘 오해를 풀기 위해 먼저 대화를 시작해보세요."
소드 에이스,직장,정방향,"명확한 판단과 결단이 필요한 시기예요. 분명한 아이디어와 계획이 빛을 발해요. 오늘 가장 중요한 결정을 명확하게 내려보세요."
소드 에이스,직장,역방향,"결단이 흐릿하거나 소통에 오류가 생기고 있죠? 명확하지 않은 지시나 계획이 혼란을 만들고 있어요. 오늘 가장 중요한 것을 명확하게 정리해보세요."
소드 에이스,일반,정방향,"명확한 진실과 결단이 필요한 시기예요. 오늘 가장 중요한 결정을 명확하게 내려보세요."
소드 에이스,일반,역방향,"소통이 막히고 있죠? 오늘 명확하게 표현하는 연습을 해보세요."
소드 2,연애,정방향,"관계에서 결정을 못 내리고 갈등 사이에서 균형을 잡으려 하고 있죠? 외면하기보다 직면하는 것이 필요해요. 오늘 미루던 결정을 내려보세요."
소드 2,연애,역방향,"갈등이 터져나오거나 더 이상 외면할 수 없는 상황이 됐죠? 지금은 솔직한 대화로 문제를 풀어가야 해요. 오늘 피해왔던 대화를 시작해보세요."
소드 2,직장,정방향,"중요한 결정을 앞에 두고 망설이고 있죠? 완벽한 정보를 기다리기보다 지금 있는 것으로 결정하는 것이 필요해요. 오늘 미루던 결정을 내려보세요."
소드 2,직장,역방향,"막아두었던 갈등이 표면으로 나오고 있죠? 이제 직면하고 해결해야 할 시기예요. 오늘 미뤘던 결정이나 대화를 시작해보세요."
소드 2,일반,정방향,"결정을 못 내리고 있죠? 오늘 미루던 것을 결정해보세요."
소드 2,일반,역방향,"갈등이 터져나오고 있죠? 오늘 솔직한 대화로 풀어보세요."
소드 3,연애,정방향,"관계에서 슬픔이나 상처가 있죠? 지금 이 고통은 진짜 감정이고 그것을 충분히 느끼는 것이 치유의 시작이에요. 오늘 슬픔을 억누르지 말고 충분히 느껴보세요."
소드 3,연애,역방향,"상처에서 서서히 회복되고 있어요. 아직 아프지만 치유가 시작되고 있어요. 오늘 자신을 위로하는 시간을 가져보세요."
소드 3,직장,정방향,"실망이나 배신감이 있었죠? 그 고통을 직면하는 것이 회복의 시작이에요. 오늘 솔직하게 감정을 인정해보세요."
소드 3,직장,역방향,"상처에서 회복되고 있어요. 이제 앞을 볼 준비가 되어가고 있어요. 오늘 새로운 시작을 향한 작은 걸음을 내딛어보세요."
소드 3,일반,정방향,"슬픔과 상처가 있죠? 충분히 느끼는 것이 치유의 시작이에요. 오늘 감정을 억누르지 말고 충분히 느껴보세요."
소드 3,일반,역방향,"회복 중이에요. 오늘 자신을 위로하고 앞으로 나아가보세요."
소드 4,연애,정방향,"관계에서 잠깐 휴식이 필요한 시기예요. 충분한 회복 후 더 나은 관계가 가능해요. 오늘 관계에서 잠깐 혼자만의 시간을 가져보세요."
소드 4,연애,역방향,"충분히 쉬었으니 이제 다시 관계에 적극적으로 나아갈 준비가 됐어요. 오늘 관계에서 다시 에너지를 쏟아보세요."
소드 4,직장,정방향,"번아웃이나 과부하 상태에서 휴식이 필요한 시기예요. 쉬는 것이 전략이에요. 오늘 의도적으로 쉬는 시간을 만들어보세요."
소드 4,직장,역방향,"충분히 쉰 후 다시 움직일 준비가 됐어요. 에너지를 충전했으니 이제 행동할 때예요. 오늘 재충전된 에너지로 중요한 일을 시작해보세요."
소드 4,일반,정방향,"휴식이 필요한 시기예요. 오늘 의도적으로 쉬는 시간을 만들어보세요."
소드 4,일반,역방향,"충전이 됐어요. 오늘 다시 움직여보세요."
소드 5,연애,정방향,"관계에서 갈등이나 승패가 있었죠? 이기더라도 잃는 것이 있을 수 있는 시기예요. 지금은 관계를 위해 한 걸음 물러서는 것이 더 나을 수 있어요. 오늘 관계에서 이기려는 마음을 내려놓아보세요."
소드 5,연애,역방향,"갈등이 해결되고 있거나 상처를 극복해가고 있죠? 이제 화해와 회복의 시기예요. 오늘 화해의 손을 먼저 내밀어보세요."
소드 5,직장,정방향,"직장에서 갈등이나 경쟁이 있죠? 모든 싸움에서 이길 필요는 없어요. 전략적으로 포기할 것을 선택하세요. 오늘 불필요한 갈등에서 한 발 물러서보세요."
소드 5,직장,역방향,"갈등이 해결되거나 경쟁이 마무리되고 있어요. 이제 회복과 화해의 시기예요. 오늘 관계 회복을 위한 첫 걸음을 내딛어보세요."
소드 5,일반,정방향,"갈등에서 이기는 것보다 더 중요한 것이 있어요. 오늘 한 발 물러서보세요."
소드 5,일반,역방향,"갈등이 마무리되고 있어요. 오늘 회복을 위한 걸음을 내딛어보세요."
소드 6,연애,정방향,"어려운 시기를 지나 더 평온한 곳으로 이동하고 있어요. 관계에서 치유와 회복이 일어나는 시기예요. 오늘 더 나은 방향으로 한 걸음 나아가보세요."
소드 6,연애,역방향,"변화에 저항하거나 어려운 상황에서 벗어나지 못하고 있죠? 더 나은 곳으로 이동할 때가 됐어요. 오늘 더 나은 방향으로 작은 변화를 시도해보세요."
소드 6,직장,정방향,"어려운 시기를 지나 더 안정적인 방향으로 나아가고 있어요. 회복과 전환의 시기예요. 오늘 더 나은 환경을 향해 한 걸음 내딛어보세요."
소드 6,직장,역방향,"더 나은 상황으로 나아가는 것을 막고 있죠? 두려움보다 가능성에 집중해보세요. 오늘 새로운 방향을 탐색해보세요."
소드 6,일반,정방향,"더 나은 곳으로 이동하는 시기예요. 오늘 더 나은 방향으로 한 걸음 나아가보세요."
소드 6,일반,역방향,"이동을 막고 있죠? 오늘 더 나은 방향을 탐색해보세요."
소드 7,연애,정방향,"관계에서 솔직하지 못하거나 회피하는 부분이 있죠? 진실을 말하지 않는 것이 더 큰 문제를 만들고 있어요. 오늘 솔직하게 말해야 할 것을 표현해보세요."
소드 7,연애,역방향,"숨겨왔던 것이 드러나거나 솔직해질 준비가 되어가고 있어요. 진실을 말하면 관계가 더 건강해져요. 오늘 솔직하게 대화해보세요."
소드 7,직장,정방향,"전략적으로 움직이고 있지만 정직하지 못한 부분이 있죠? 단기적 이득보다 장기적 신뢰가 더 중요해요. 오늘 정직하게 접근하는 것이 더 나은 결과를 만들어요."
소드 7,직장,역방향,"숨겨왔던 것이 드러나거나 솔직해질 준비가 됐어요. 정직한 접근이 장기적으로 더 좋아요. 오늘 투명하게 상황을 공유해보세요."
소드 7,일반,정방향,"솔직하지 못한 부분이 있죠? 오늘 진실을 말하는 연습을 해보세요."
소드 7,일반,역방향,"솔직해질 준비가 됐어요. 오늘 투명하게 대화해보세요."
소드 8,연애,정방향,"관계에서 스스로를 가두고 있는 느낌이죠? 실제로 그렇게 갇혀있는 것이 아닐 수 있어요. 생각이 스스로를 제한하고 있어요. 오늘 다른 시각으로 상황을 바라봐보세요."
소드 8,연애,역방향,"스스로를 제한하던 것에서 벗어나기 시작하고 있어요. 자유로워질 준비가 됐어요. 오늘 한 가지 자기 제한에서 벗어나보세요."
소드 8,직장,정방향,"스스로를 제한하는 생각이 실력 발휘를 막고 있죠? 실제 한계보다 마음의 한계가 더 크게 작용하고 있어요. 오늘 하나의 자기 제한적 생각에 도전해보세요."
소드 8,직장,역방향,"제한에서 벗어나기 시작하는 시기예요. 이제 자신의 능력을 발휘할 때예요. 오늘 자신감 있게 한 걸음 내딛어보세요."
소드 8,일반,정방향,"스스로를 가두고 있죠? 오늘 다른 시각으로 바라봐보세요."
소드 8,일반,역방향,"제한에서 벗어나고 있어요. 오늘 자유롭게 한 걸음 내딛어보세요."
소드 9,연애,정방향,"관계에서 불안과 걱정이 극에 달해있죠? 실제보다 훨씬 크게 느껴지는 두려움이 있어요. 지금 느끼는 불안이 사실인지 상상인지 구분해보세요. 오늘 가장 큰 걱정을 종이에 적고 사실 여부를 확인해보세요."
소드 9,연애,역방향,"불안에서 서서히 벗어나고 있어요. 어두운 생각들이 걷히고 있어요. 오늘 긍정적인 것 하나를 찾아보세요."
소드 9,직장,정방향,"직장에서 불안과 걱정이 밤잠을 방해할 정도로 크죠? 걱정이 실제 문제보다 훨씬 크게 느껴지고 있어요. 오늘 걱정 중 실제로 일어난 것과 상상을 구분해보세요."
소드 9,직장,역방향,"불안에서 회복되고 있어요. 이제 앞을 볼 수 있어요. 오늘 앞으로 나아가는 첫 걸음을 내딛어보세요."
소드 9,일반,정방향,"불안과 걱정이 크죠? 오늘 사실과 상상을 구분해보세요."
소드 9,일반,역방향,"불안에서 벗어나고 있어요. 오늘 긍정적인 것 하나를 찾아보세요."
소드 10,연애,정방향,"관계에서 끝이 온 것 같은 느낌이죠? 지금 느끼는 고통이 진짜이지만 이것이 새로운 시작의 전환점이기도 해요. 오늘 이 끝을 충분히 느끼고 받아들여보세요."
소드 10,연애,역방향,"최악의 상황에서 서서히 회복되고 있어요. 이제 다시 일어설 준비가 됐어요. 오늘 앞으로 나아가는 작은 걸음을 내딛어보세요."
소드 10,직장,정방향,"직장에서 완전한 실패나 끝이 온 것 같은 느낌이죠? 가장 어두운 순간이 지나면 새로운 시작이 시작돼요. 오늘 이 상황을 솔직하게 인정하고 다음을 생각해보세요."
소드 10,직장,역방향,"최악의 상황에서 회복되기 시작하고 있어요. 이제 다시 시작할 수 있어요. 오늘 새로운 시작을 향한 첫 걸음을 내딛어보세요."
소드 10,일반,정방향,"끝이 온 것 같은 느낌이죠? 가장 어두운 순간이 지나면 새로운 시작이 와요. 오늘 이 상황을 인정하고 다음을 바라봐보세요."
소드 10,일반,역방향,"회복되고 있어요. 오늘 새로운 시작을 향해 걸음을 내딛어보세요."
소드 시종,연애,정방향,"관계에서 호기심과 솔직한 소통이 필요한 시기예요. 새로운 정보나 소식이 관계에 영향을 줄 수 있어요. 오늘 상대방에게 솔직하게 물어보고 싶은 것을 질문해보세요."
소드 시종,연애,역방향,"말이 앞서거나 정보를 잘못 전달하고 있죠? 충동적인 말이 오해를 만들고 있어요. 오늘 말하기 전에 한 번 더 생각해보세요."
소드 시종,직장,정방향,"새로운 아이디어와 정보가 넘치는 시기예요. 호기심을 갖고 배움에 집중하세요. 오늘 새로운 것을 배우는 시간을 만들어보세요."
소드 시종,직장,역방향,"말이 앞서거나 경솔한 언행이 문제가 되고 있죠? 말하기 전에 생각하는 습관이 필요해요. 오늘 신중하게 말하는 연습을 해보세요."
소드 시종,일반,정방향,"새로운 정보와 호기심이 넘치는 시기예요. 오늘 새로운 것을 배워보세요."
소드 시종,일반,역방향,"말이 앞서고 있죠? 오늘 말하기 전에 한 번 더 생각해보세요."
소드 기사,연애,정방향,"야망과 행동력으로 관계에서 적극적으로 나아가는 에너지가 있어요. 원하는 것을 향해 빠르게 움직이세요. 오늘 관계에서 원하는 것을 명확하게 표현해보세요."
소드 기사,연애,역방향,"너무 빠르거나 공격적인 태도가 관계에 부담이 되고 있죠? 속도를 줄이고 상대방의 감정을 확인해보세요. 오늘 상대방의 감정을 먼저 물어보세요."
소드 기사,직장,정방향,"강한 추진력과 명확한 목표가 빠른 결과를 만드는 시기예요. 지금 이 에너지로 중요한 것을 밀어붙이세요. 오늘 가장 중요한 프로젝트를 강하게 진행해보세요."
소드 기사,직장,역방향,"너무 빠르거나 무모하게 밀어붙이고 있죠? 속도를 줄이고 전략을 다시 점검해보세요. 오늘 하던 일을 잠깐 멈추고 방향을 확인해보세요."
소드 기사,일반,정방향,"강한 추진력으로 나아갈 때예요. 오늘 중요한 것을 강하게 실행해보세요."
소드 기사,일반,역방향,"너무 빠르거나 무모하게 움직이고 있죠? 오늘 속도를 줄이고 방향을 확인해보세요."
소드 여왕,연애,정방향,"명확하고 솔직한 소통이 관계를 정화시키는 시기예요. 감정보다 진실이 더 중요한 때예요. 오늘 상대방에게 솔직하게 말하고 싶은 것을 표현해보세요."
소드 여왕,연애,역방향,"너무 냉정하거나 비판적인 태도가 관계를 차갑게 만들고 있죠? 솔직함과 따뜻함을 함께 가져가세요. 오늘 비판 대신 따뜻한 말로 표현해보세요."
소드 여왕,직장,정방향,"명확한 사고와 솔직한 소통이 빛나는 시기예요. 감정을 배제하고 논리적으로 접근하면 좋은 결과가 나와요. 오늘 가장 중요한 결정을 명확하게 내려보세요."
소드 여왕,직장,역방향,"냉소적이거나 지나치게 비판적인 태도가 팀 분위기를 해치고 있죠? 비판 전에 긍정적인 부분을 먼저 인정하세요. 오늘 팀원에게 긍정적인 피드백을 먼저 해보세요."
소드 여왕,일반,정방향,"명확한 판단과 솔직한 소통이 필요한 시기예요. 오늘 가장 중요한 것을 명확하게 결정해보세요."
소드 여왕,일반,역방향,"너무 냉정하거나 비판적이죠? 오늘 따뜻하게 표현하는 연습을 해보세요."
소드 왕,연애,정방향,"명확한 소통과 공정한 판단이 관계를 건강하게 만드는 시기예요. 감정에 치우치지 않고 이성적으로 바라보는 것이 도움이 돼요. 오늘 관계에서 공정하게 상황을 바라봐보세요."
소드 왕,연애,역방향,"지나치게 냉정하거나 지배적인 태도가 관계에 부담이 되고 있죠? 감정도 함께 고려하는 것이 필요해요. 오늘 상대방의 감정을 먼저 확인해보세요."
소드 왕,직장,정방향,"명확한 판단과 공정한 리더십이 빛나는 시기예요. 논리와 원칙으로 결정하면 좋은 결과가 나와요. 오늘 가장 중요한 결정을 공정하게 내려보세요."
소드 왕,직장,역방향,"지나치게 권위적이거나 냉혹한 태도가 팀에 부담이 되고 있죠? 인간적인 면도 함께 보여주는 것이 필요해요. 오늘 팀원에게 조금 더 유연하게 대해보세요."
소드 왕,일반,정방향,"명확한 판단과 공정함이 빛나는 시기예요. 오늘 가장 중요한 결정을 명확하게 내려보세요."
소드 왕,일반,역방향,"지나치게 냉정하거나 권위적이죠? 오늘 유연하게 접근하는 연습을 해보세요."
펜타클 에이스,연애,정방향,"관계에서 안정적이고 현실적인 기반이 만들어지는 시기예요. 물질적이고 실용적인 방식으로 사랑을 표현하는 것이 효과적이에요. 오늘 상대방을 위한 실용적인 행동 하나를 해보세요."
펜타클 에이스,연애,역방향,"물질적인 기반이 관계에 불안정하게 작용하거나 현실적인 부분에서 갈등이 있죠? 관계에서 현실적인 부분을 솔직하게 나눠야 해요. 오늘 관계에서 현실적인 부분을 솔직하게 이야기해보세요."
펜타클 에이스,직장,정방향,"새로운 수입이나 사업 기회가 시작되는 시기예요. 안정적인 기반을 만들기에 좋은 때예요. 오늘 재정적 목표를 구체적으로 세워보세요."
펜타클 에이스,직장,역방향,"좋은 기회가 있지만 현실적인 준비가 부족하죠? 계획 없이 시작하면 어려워질 수 있어요. 오늘 현실적인 계획부터 먼저 세워보세요."
펜타클 에이스,일반,정방향,"새로운 현실적 기회가 시작되는 시기예요. 오늘 재정적 목표를 구체적으로 세워보세요."
펜타클 에이스,일반,역방향,"기회가 있는데 현실적인 준비가 부족하죠? 오늘 현실적인 계획부터 세워보세요."
펜타클 2,연애,정방향,"관계와 다른 삶의 부분들 사이에서 균형을 맞추고 있죠? 여러 가지를 잘 저글링하는 능력이 필요한 시기예요. 오늘 관계와 다른 삶의 영역 사이에서 균형을 점검해보세요."
펜타클 2,연애,역방향,"균형이 깨져서 관계에 충분한 시간과 에너지를 못 쓰고 있죠? 우선순위를 재조정할 필요가 있어요. 오늘 관계에 더 많은 시간을 배분해보세요."
펜타클 2,직장,정방향,"여러 업무나 프로젝트를 균형 있게 조율하는 것이 필요한 시기예요. 유연한 적응력이 강점이에요. 오늘 여러 업무 사이에서 균형 있는 우선순위를 정해보세요."
펜타클 2,직장,역방향,"너무 많은 것을 동시에 하려다 균형이 깨지고 있죠? 지금 당장 중요하지 않은 것을 내려놓는 것이 필요해요. 오늘 가장 중요하지 않은 업무 하나를 내려놓아보세요."
펜타클 2,일반,정방향,"균형 잡힌 삶이 필요한 시기예요. 오늘 삶의 여러 영역에서 균형을 점검해보세요."
펜타클 2,일반,역방향,"균형이 깨지고 있죠? 오늘 중요하지 않은 것 하나를 내려놓아보세요."
펜타클 3,연애,정방향,"관계에서 함께 무언가를 만들어가는 협력이 빛나는 시기예요. 공동의 목표가 관계를 더 깊게 만들어요. 오늘 상대방과 함께 할 수 있는 프로젝트를 시작해보세요."
펜타클 3,연애,역방향,"협력이 잘 안 되거나 역할 분담에 갈등이 있죠? 서로의 기여를 인정하는 것이 필요해요. 오늘 상대방의 노력을 인정하는 말을 해보세요."
펜타클 3,직장,정방향,"팀워크와 협력이 최고의 성과를 만드는 시기예요. 전문성을 발휘하고 함께 만들어가세요. 오늘 팀원들과 협력하는 방식을 강화해보세요."
펜타클 3,직장,역방향,"협력이 잘 안 되거나 실력을 인정받지 못하고 있죠? 소통을 강화하고 역할을 명확히 하는 것이 필요해요. 오늘 역할과 기대를 명확히 소통해보세요."
펜타클 3,일반,정방향,"협력이 빛나는 시기예요. 오늘 함께하는 프로젝트에 적극적으로 참여해보세요."
펜타클 3,일반,역방향,"협력이 잘 안 되고 있죠? 오늘 역할과 기대를 명확히 소통해보세요."
펜타클 4,연애,정방향,"관계에서 안정을 원하지만 지나치게 집착하거나 통제하려는 경향이 있죠? 안전함과 자유 사이에서 균형이 필요해요. 오늘 관계에서 상대방에게 더 많은 자유를 주어보세요."
펜타클 4,연애,역방향,"관계에서 집착이나 통제를 내려놓기 시작하고 있어요. 더 건강한 관계 방식으로 나아가고 있어요. 오늘 관계에서 내려놓는 연습을 해보세요."
펜타클 4,직장,정방향,"안정을 원하지만 지나치게 현상 유지에 집착하고 있죠? 새로운 기회나 변화를 두려워하면 성장이 막혀요. 오늘 새로운 것을 하나 시도해보세요."
펜타클 4,직장,역방향,"집착을 내려놓고 더 유연하게 접근하기 시작하는 시기예요. 변화를 받아들이면 더 나아져요. 오늘 새로운 방식으로 문제에 접근해보세요."
펜타클 4,일반,정방향,"집착이나 통제가 성장을 막고 있죠? 오늘 하나를 내려놓아보세요."
펜타클 4,일반,역방향,"내려놓기 시작하고 있어요. 오늘 유연하게 새로운 것을 받아들여보세요."
