card_a,card_b,position_pair,dir_a,dir_b,bridge_text
죽음,황제,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 너무 많은 걸 혼자 감당하고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,황제,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 안정적인 토대 위에 서 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,황제,과거→현재,역,역,변화를 거부해왔어요. 지금도 너무 많은 걸 혼자 감당하고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,황제,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 기반이 더 단단해져요.
죽음,황제,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 경직된 구조가 흐름을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,황제,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 기반이 더 단단해져요. 지금이 진짜 전환점이에요.
죽음,황제,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 경직된 구조가 흐름을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,교황,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 믿을 기반이 있는 시기예요.
죽음,교황,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 기존 방식이 답이 아닌 것 같아요. 잠시 에너지가 안으로 향하는 거예요.
죽음,교황,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 믿을 기반이 있는 시기예요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,교황,과거→현재,역,역,변화를 거부해왔어요. 지금도 기존 방식이 답이 아닌 것 같아요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,교황,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 안정된 방향이 열려요.
죽음,교황,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 변화를 막는 벽이 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,교황,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 안정된 방향이 열려요. 지금이 진짜 전환점이에요.
죽음,교황,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 변화를 막는 벽이 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,연인,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 마음이 분명한 방향을 향하고 있어요.
죽음,연인,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 선택 앞에서 흔들리고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,연인,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 마음이 분명한 방향을 향하고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,연인,과거→현재,역,역,변화를 거부해왔어요. 지금도 선택 앞에서 흔들리고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,연인,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 진짜 선택의 순간이 와요.
죽음,연인,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 회피가 흐름을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,연인,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 진짜 선택의 순간이 와요. 지금이 진짜 전환점이에요.
죽음,연인,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 회피가 흐름을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,전차,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 추진력이 강하게 작동하고 있어요.
죽음,전차,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 에너지가 엉뚱한 곳으로 새고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,전차,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 추진력이 강하게 작동하고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,전차,과거→현재,역,역,변화를 거부해왔어요. 지금도 에너지가 엉뚱한 곳으로 새고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,전차,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 목표를 향한 돌파가 이뤄져요.
죽음,전차,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 추진력이 제 힘을 못 쓰고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,전차,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 목표를 향한 돌파가 이뤄져요. 지금이 진짜 전환점이에요.
죽음,전차,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 추진력이 제 힘을 못 쓰고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,힘,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 내면의 힘이 살아있어요.
죽음,힘,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 스스로를 믿지 못하고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,힘,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 내면의 힘이 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,힘,과거→현재,역,역,변화를 거부해왔어요. 지금도 스스로를 믿지 못하고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,힘,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 진짜 강함이 드러나요.
죽음,힘,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 내면의 힘이 억눌려있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,힘,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 진짜 강함이 드러나요. 지금이 진짜 전환점이에요.
죽음,힘,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 내면의 힘이 억눌려있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,은둔자,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 내면을 탐구하는 시간 안에 있어요.
죽음,은둔자,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 연결이 끊어진 외로움이 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,은둔자,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 내면을 탐구하는 시간 안에 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,은둔자,과거→현재,역,역,변화를 거부해왔어요. 지금도 연결이 끊어진 외로움이 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,은둔자,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 쌓인 지혜가 빛을 발해요.
죽음,은둔자,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 혼자만의 세계가 좁아지고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,은둔자,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 쌓인 지혜가 빛을 발해요. 지금이 진짜 전환점이에요.
죽음,은둔자,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 혼자만의 세계가 좁아지고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,운명의 수레바퀴,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 전환점 위에 서 있어요.
죽음,운명의 수레바퀴,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 흐름이 막혀 정체된 느낌이에요. 잠시 에너지가 안으로 향하는 거예요.
죽음,운명의 수레바퀴,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 전환점 위에 서 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,운명의 수레바퀴,과거→현재,역,역,변화를 거부해왔어요. 지금도 흐름이 막혀 정체된 느낌이에요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,운명의 수레바퀴,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 새로운 사이클이 열려요.
죽음,운명의 수레바퀴,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 변화가 더디게 오고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,운명의 수레바퀴,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 새로운 사이클이 열려요. 지금이 진짜 전환점이에요.
죽음,운명의 수레바퀴,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 변화가 더디게 오고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,정의,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 진실이 드러나는 시기예요.
죽음,정의,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 불균형이 쌓여있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,정의,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 진실이 드러나는 시기예요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,정의,과거→현재,역,역,변화를 거부해왔어요. 지금도 불균형이 쌓여있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,정의,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 공정한 결과가 찾아와요.
죽음,정의,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 회피가 상황을 더 복잡하게 만들어요. 서두르지 않아도 때가 되면 풀려요.
죽음,정의,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 공정한 결과가 찾아와요. 지금이 진짜 전환점이에요.
죽음,정의,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 회피가 상황을 더 복잡하게 만들어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,매달린 남자,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 잠시 멈추고 기다리는 중이에요.
죽음,매달린 남자,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 답이 안 보여 지쳐있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,매달린 남자,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 잠시 멈추고 기다리는 중이에요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,매달린 남자,과거→현재,역,역,변화를 거부해왔어요. 지금도 답이 안 보여 지쳐있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,매달린 남자,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 새로운 관점이 열려요.
죽음,매달린 남자,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 정체감이 앞을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,매달린 남자,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 새로운 관점이 열려요. 지금이 진짜 전환점이에요.
죽음,매달린 남자,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 정체감이 앞을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,죽음,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 전환이 일어나고 있어요.
죽음,죽음,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 놓지 못하는 것이 발목을 잡고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,죽음,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 전환이 일어나고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,죽음,과거→현재,역,역,변화를 거부해왔어요. 지금도 놓지 못하는 것이 발목을 잡고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,죽음,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 새로운 챕터가 열려요.
죽음,죽음,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 낡은 것이 새 출발을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,죽음,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 새로운 챕터가 열려요. 지금이 진짜 전환점이에요.
죽음,죽음,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 낡은 것이 새 출발을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,절제,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 조화로운 흐름 위에 있어요.
죽음,절제,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 균형이 무너진 상태예요. 잠시 에너지가 안으로 향하는 거예요.
죽음,절제,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 조화로운 흐름 위에 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,절제,과거→현재,역,역,변화를 거부해왔어요. 지금도 균형이 무너진 상태예요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,절제,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 꾸준함이 결실을 맺어요.
죽음,절제,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 불균형이 소모를 키우고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,절제,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 꾸준함이 결실을 맺어요. 지금이 진짜 전환점이에요.
죽음,절제,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 불균형이 소모를 키우고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,악마,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 집착의 실체를 마주하고 있어요.
죽음,악마,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 억눌린 것들이 왜곡된 방식으로 나오고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,악마,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 집착의 실체를 마주하고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,악마,과거→현재,역,역,변화를 거부해왔어요. 지금도 억눌린 것들이 왜곡된 방식으로 나오고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,악마,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 사슬에서 벗어나기 시작해요.
죽음,악마,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 의존이 자유를 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,악마,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 사슬에서 벗어나기 시작해요. 지금이 진짜 전환점이에요.
죽음,악마,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 의존이 자유를 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,탑,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 구조가 무너지는 전환점에 있어요.
죽음,탑,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 폭발 직전의 압력이 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,탑,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 구조가 무너지는 전환점에 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,탑,과거→현재,역,역,변화를 거부해왔어요. 지금도 폭발 직전의 압력이 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,탑,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 재건의 토대가 생겨요.
죽음,탑,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 억눌린 것이 터질 준비를 하고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,탑,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 재건의 토대가 생겨요. 지금이 진짜 전환점이에요.
죽음,탑,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 억눌린 것이 터질 준비를 하고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,별,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 빛이 조용히 흐르고 있어요.
죽음,별,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 아직 빛이 잘 보이지 않아요. 잠시 에너지가 안으로 향하는 거예요.
죽음,별,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 빛이 조용히 흐르고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,별,과거→현재,역,역,변화를 거부해왔어요. 지금도 아직 빛이 잘 보이지 않아요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,별,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 회복과 희망이 현실이 돼요.
죽음,별,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 이상이 현실로 이어지려면 조금 더 필요해요. 서두르지 않아도 때가 되면 풀려요.
죽음,별,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 회복과 희망이 현실이 돼요. 지금이 진짜 전환점이에요.
죽음,별,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 이상이 현실로 이어지려면 조금 더 필요해요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,달,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 불확실 속에서도 감각이 살아있어요.
죽음,달,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 두려움이 판단을 흐리고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,달,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 불확실 속에서도 감각이 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,달,과거→현재,역,역,변화를 거부해왔어요. 지금도 두려움이 판단을 흐리고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,달,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 안개가 걷히기 시작해요.
죽음,달,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 혼란이 앞을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,달,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 안개가 걷히기 시작해요. 지금이 진짜 전환점이에요.
죽음,달,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 혼란이 앞을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,태양,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 강한 긍정의 에너지가 살아있어요.
죽음,태양,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 좋은 것들이 잘 느껴지지 않아요. 잠시 에너지가 안으로 향하는 거예요.
죽음,태양,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 강한 긍정의 에너지가 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,태양,과거→현재,역,역,변화를 거부해왔어요. 지금도 좋은 것들이 잘 느껴지지 않아요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,태양,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 기쁨과 성공이 찾아와요.
죽음,태양,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 활력이 막혀있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,태양,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 기쁨과 성공이 찾아와요. 지금이 진짜 전환점이에요.
죽음,태양,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 활력이 막혀있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,심판,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 재탄생의 에너지가 깨어나고 있어요.
죽음,심판,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 내면의 부름에 응답하지 못하고 있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,심판,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 재탄생의 에너지가 깨어나고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,심판,과거→현재,역,역,변화를 거부해왔어요. 지금도 내면의 부름에 응답하지 못하고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,심판,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 새로운 나로 거듭나요.
죽음,심판,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 각성이 지연되고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,심판,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 새로운 나로 거듭나요. 지금이 진짜 전환점이에요.
죽음,심판,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 각성이 지연되고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
죽음,세계,과거→현재,정,정,변화를 받아들이며 왔어요. 그 흐름이 이어져 지금 성취의 에너지가 가득해요.
죽음,세계,과거→현재,정,역,변화를 받아들이며 왔어요. 그런데 지금은 완성이 코앞에서 막혀있어요. 잠시 에너지가 안으로 향하는 거예요.
죽음,세계,과거→현재,역,정,변화를 거부해왔어요. 그게 오히려 지금 성취의 에너지가 가득해요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
죽음,세계,과거→현재,역,역,변화를 거부해왔어요. 지금도 완성이 코앞에서 막혀있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
죽음,세계,현재→미래,정,정,전환이 일어나고 있어요. 이 에너지가 그대로 앞으로 완성이 눈앞에 펼쳐져요.
죽음,세계,현재→미래,정,역,전환이 일어나고 있어요. 다만 앞으로 미완성이 발목을 잡고 있어요. 서두르지 않아도 때가 되면 풀려요.
죽음,세계,현재→미래,역,정,놓지 못하는 것이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 완성이 눈앞에 펼쳐져요. 지금이 진짜 전환점이에요.
죽음,세계,현재→미래,역,역,놓지 못하는 것이 발목을 잡고 있어요. 앞으로도 미완성이 발목을 잡고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
절제,바보,과거→현재,정,정,균형을 유지하며 걸어왔어요. 그 흐름이 이어져 지금 새로운 시작의 에너지가 살아있어요.
절제,바보,과거→현재,정,역,균형을 유지하며 걸어왔어요. 그런데 지금은 망설임이 발목을 잡고 있어요. 잠시 에너지가 안으로 향하는 거예요.
절제,바보,과거→현재,역,정,극단을 오가며 왔어요. 그게 오히려 지금 새로운 시작의 에너지가 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
절제,바보,과거→현재,역,역,극단을 오가며 왔어요. 지금도 망설임이 발목을 잡고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
절제,바보,현재→미래,정,정,조화로운 흐름 위에 있어요. 이 에너지가 그대로 앞으로 새로운 문이 열리기 시작해요.
절제,바보,현재→미래,정,역,조화로운 흐름 위에 있어요. 다만 앞으로 아직 첫 발이 쉽지 않아요. 서두르지 않아도 때가 되면 풀려요.
절제,바보,현재→미래,역,정,균형이 무너진 상태예요. 하지만 그 어려움이 오히려 앞으로 새로운 문이 열리기 시작해요. 지금이 진짜 전환점이에요.
절제,바보,현재→미래,역,역,균형이 무너진 상태예요. 앞으로도 아직 첫 발이 쉽지 않아요. 그래도 이 흐름은 반드시 풀릴 거예요.
절제,마법사,과거→현재,정,정,균형을 유지하며 걸어왔어요. 그 흐름이 이어져 지금 필요한 모든 것이 이미 손 안에 있어요.
절제,마법사,과거→현재,정,역,균형을 유지하며 걸어왔어요. 그런데 지금은 집중이 흩어져 힘이 약해져 있어요. 잠시 에너지가 안으로 향하는 거예요.
절제,마법사,과거→현재,역,정,극단을 오가며 왔어요. 그게 오히려 지금 필요한 모든 것이 이미 손 안에 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
절제,마법사,과거→현재,역,역,극단을 오가며 왔어요. 지금도 집중이 흩어져 힘이 약해져 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
절제,마법사,현재→미래,정,정,조화로운 흐름 위에 있어요. 이 에너지가 그대로 앞으로 능력이 본격적으로 빛을 발해요.
절제,마법사,현재→미래,정,역,조화로운 흐름 위에 있어요. 다만 앞으로 방향을 하나로 모아야 할 시기예요. 서두르지 않아도 때가 되면 풀려요.
절제,마법사,현재→미래,역,정,균형이 무너진 상태예요. 하지만 그 어려움이 오히려 앞으로 능력이 본격적으로 빛을 발해요. 지금이 진짜 전환점이에요.
절제,마법사,현재→미래,역,역,균형이 무너진 상태예요. 앞으로도 방향을 하나로 모아야 할 시기예요. 그래도 이 흐름은 반드시 풀릴 거예요.
절제,여사제,과거→현재,정,정,균형을 유지하며 걸어왔어요. 그 흐름이 이어져 지금 내면의 감각이 강하게 살아있어요.
절제,여사제,과거→현재,정,역,균형을 유지하며 걸어왔어요. 그런데 지금은 감각을 믿지 못하고 흔들리고 있어요. 잠시 에너지가 안으로 향하는 거예요.
절제,여사제,과거→현재,역,정,극단을 오가며 왔어요. 그게 오히려 지금 내면의 감각이 강하게 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
절제,여사제,과거→현재,역,역,극단을 오가며 왔어요. 지금도 감각을 믿지 못하고 흔들리고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
절제,여사제,현재→미래,정,정,조화로운 흐름 위에 있어요. 이 에너지가 그대로 앞으로 직관이 길을 알려주고 있어요.
절제,여사제,현재→미래,정,역,조화로운 흐름 위에 있어요. 다만 앞으로 직관이 아직 막혀있어요. 서두르지 않아도 때가 되면 풀려요.
절제,여사제,현재→미래,역,정,균형이 무너진 상태예요. 하지만 그 어려움이 오히려 앞으로 직관이 길을 알려주고 있어요. 지금이 진짜 전환점이에요.
절제,여사제,현재→미래,역,역,균형이 무너진 상태예요. 앞으로도 직관이 아직 막혀있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
절제,여황제,과거→현재,정,정,균형을 유지하며 걸어왔어요. 그 흐름이 이어져 지금 창조의 에너지가 자연스럽게 흐르고 있어요.
절제,여황제,과거→현재,정,역,균형을 유지하며 걸어왔어요. 그런데 지금은 에너지가 고갈된 상태예요. 잠시 에너지가 안으로 향하는 거예요.
절제,여황제,과거→현재,역,정,극단을 오가며 왔어요. 그게 오히려 지금 창조의 에너지가 자연스럽게 흐르고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
절제,여황제,과거→현재,역,역,극단을 오가며 왔어요. 지금도 에너지가 고갈된 상태예요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
절제,여황제,현재→미래,정,정,조화로운 흐름 위에 있어요. 이 에너지가 그대로 앞으로 풍성한 결실이 다가와요.
